,image_name,label,feature1,feature2
3503,3503.png,4,-7.3917985,-45.887222
3504,3504.png,4,-26.47863,-25.409414
3505,3505.png,7,-25.173338,16.518715
3506,3506.png,9,-49.687847,-21.890858
3507,3507.png,7,-23.233316,17.790405
3508,3508.png,9,-43.068825,-12.055846
3509,3509.png,1,20.846954,3.095936
3510,3510.png,9,15.720091,8.686681
3511,3511.png,9,-18.338326,0.0542271
3512,3512.png,8,-13.975156,10.953928
3513,3513.png,8,10.072252,-37.070496
3514,3514.png,0,48.69869,-20.079212
3515,3515.png,7,-24.614475,16.598722
3516,3516.png,0,37.554897,-1.2977501
3517,3517.png,8,11.693364,-40.254208
3518,3518.png,7,-40.512867,-0.80820805
3519,3519.png,9,-26.94029,-3.6989696
3520,3520.png,6,-15.927491,23.27946
3521,3521.png,3,7.143304,3.2362552
3522,3522.png,7,-37.767506,-4.29429
3523,3523.png,3,3.4485128,6.087784
3524,3524.png,6,-10.543236,45.363007
3525,3525.png,5,19.8648,-33.948433
3526,3526.png,8,-11.606555,-21.659721
3527,3527.png,5,24.568363,-31.466602
3528,3528.png,9,-25.108591,-15.213649
3529,3529.png,0,42.759705,-23.367706
3530,3530.png,6,-22.762564,27.453987
3531,3531.png,7,-47.190304,16.45612
3532,3532.png,1,-27.884968,1.4805175
3533,3533.png,9,-16.251537,-5.8786783
3534,3534.png,0,37.56652,-22.044815
3535,3535.png,5,19.3829,-35.17513
3536,3536.png,2,36.32377,10.441266
3537,3537.png,6,-1.3413616,28.146555
3538,3538.png,7,-24.952541,6.45503
3539,3539.png,5,25.080343,-28.220587
3540,3540.png,1,7.2565966,50.56458
3541,3541.png,0,48.815453,-21.805948
3542,3542.png,3,4.9969983,2.4711704
3543,3543.png,6,-7.2952065,42.9635
3544,3544.png,9,-47.788765,-24.456951
3545,3545.png,1,20.881805,2.3993752
3546,3546.png,1,7.409037,31.522724
3547,3547.png,4,-7.35606,-46.509823
3548,3548.png,4,-21.72208,-41.343052
3549,3549.png,1,20.165426,5.5526
3550,3550.png,3,7.184373,10.679496
3551,3551.png,1,17.46133,11.648019
3552,3552.png,3,-12.098724,11.981888
3553,3553.png,2,42.482098,33.87408
3554,3554.png,8,-6.7454305,-15.439785
3555,3555.png,8,12.463668,-41.043694
3556,3556.png,7,-38.636482,1.3818172
3557,3557.png,2,43.867348,12.743496
3558,3558.png,5,18.057852,-7.3208323
3559,3559.png,6,-15.884618,38.573486
3560,3560.png,1,11.965081,46.118374
3561,3561.png,1,20.373514,5.9313226
3562,3562.png,0,47.40267,-3.002001
3563,3563.png,5,23.101631,-39.179592
3564,3564.png,2,39.662876,36.44261
3565,3565.png,0,43.33743,-18.756815
3566,3566.png,9,-45.50889,-22.143
3567,3567.png,1,21.392967,20.204678
3568,3568.png,0,29.237738,-10.887316
3569,3569.png,2,52.248055,13.162737
3570,3570.png,8,-12.433155,-28.175344
3571,3571.png,3,4.62331,17.259314
3572,3572.png,6,-40.02534,34.394493
3573,3573.png,4,-30.22357,-44.901184
3574,3574.png,2,35.257362,25.397743
3575,3575.png,5,25.129635,-28.457
3576,3576.png,3,0.23270328,13.687263
3577,3577.png,6,-37.59683,39.677967
3578,3578.png,2,36.786423,20.714712
3579,3579.png,7,-50.405144,12.667514
3580,3580.png,5,3.1204338,-9.99657
3581,3581.png,8,4.31867,-19.922808
3582,3582.png,2,35.140903,32.38444
3583,3583.png,9,-32.16212,-16.89381
3584,3584.png,8,1.1068668,-13.471135
3585,3585.png,0,47.384735,-16.90122
3586,3586.png,6,-8.470511,29.286446
3587,3587.png,1,19.88658,39.386772
3588,3588.png,9,-39.955296,-20.119976
3589,3589.png,2,47.94106,9.266361
3590,3590.png,0,51.70977,-8.813402
3591,3591.png,3,-2.582169,15.799113
3592,3592.png,1,26.795868,15.8785095
3593,3593.png,1,18.843254,38.335182
3594,3594.png,9,-48.166443,-23.011854
3595,3595.png,5,22.113092,-28.283773
3596,3596.png,3,-4.351698,16.929754
3597,3597.png,6,-30.352253,37.587173
3598,3598.png,9,-18.11531,1.7046754
3599,3599.png,7,-48.975025,13.194147
3600,3600.png,8,-7.00709,-18.272905
3601,3601.png,8,4.094881,-19.389193
3602,3602.png,1,11.860316,23.480259
3603,3603.png,0,44.96775,-22.604038
3604,3604.png,1,4.287983,37.456768
3605,3605.png,1,20.97069,17.260664
3606,3606.png,3,-4.045608,2.0770824
3607,3607.png,2,47.99069,8.936694
3608,3608.png,4,-21.574537,-27.106684
3609,3609.png,3,-8.058945,10.198448
3610,3610.png,0,35.358696,-3.5645943
3611,3611.png,4,-30.268131,-44.944546
3612,3612.png,0,41.55901,-7.641124
3613,3613.png,5,23.420113,-30.780592
3614,3614.png,3,-9.219623,5.449769
3615,3615.png,6,-37.839195,39.44605
3616,3616.png,8,-2.692859,-14.797822
3617,3617.png,7,-47.305134,16.59782
3618,3618.png,7,-48.22724,1.9976807
3619,3619.png,8,3.0840037,-17.667225
3620,3620.png,7,-52.206085,0.42959565
3621,3621.png,9,-19.985184,-1.9751315
3622,3622.png,0,47.968006,-24.599245
3623,3623.png,6,-29.37784,42.649403
3624,3624.png,4,-21.098381,-41.937836
3625,3625.png,4,-25.904547,-41.022514
3626,3626.png,3,-6.058159,21.672115
3627,3627.png,2,48.55971,11.98504
3628,3628.png,1,10.978633,34.805183
3629,3629.png,6,-29.152706,42.22834
3630,3630.png,8,12.180263,-44.671288
3631,3631.png,4,-28.232847,-44.24963
3632,3632.png,0,52.82454,-5.1054945
3633,3633.png,7,-50.4597,12.74715
3634,3634.png,5,19.451767,-30.928368
3635,3635.png,5,21.553734,-20.076511
3636,3636.png,9,-44.842915,-13.870301
3637,3637.png,5,27.595247,-28.87243
3638,3638.png,5,16.21391,-10.115979
3639,3639.png,4,-19.295546,-38.86156
3640,3640.png,7,-20.243511,12.418221
3641,3641.png,7,-48.72755,12.72347
3642,3642.png,2,35.094635,17.477858
3643,3643.png,8,-0.26191744,-19.40009
3644,3644.png,1,-16.165852,-21.802637
3645,3645.png,9,-39.636562,-22.60709
3646,3646.png,6,-25.852077,44.58745
3647,3647.png,2,46.545074,11.549456
3648,3648.png,5,18.449715,-20.732254
3649,3649.png,9,-29.731245,-6.957805
3650,3650.png,6,-25.246689,28.449512
3651,3651.png,3,6.122892,17.521862
3652,3652.png,4,-28.019228,-31.658592
3653,3653.png,9,-38.26123,-24.77578
3654,3654.png,6,-11.414319,29.879845
3655,3655.png,3,-2.7877996,2.6648831
3656,3656.png,3,-11.24925,7.5065928
3657,3657.png,8,-9.516971,-23.44135
3658,3658.png,8,8.119357,-39.162968
3659,3659.png,2,49.152096,15.953385
3660,3660.png,2,44.490402,10.284862
3661,3661.png,0,47.75249,-17.018633
3662,3662.png,9,-27.826647,0.70399386
3663,3663.png,9,-31.336277,-10.842945
3664,3664.png,8,-3.8058748,-30.737604
3665,3665.png,8,3.1954062,-20.330967
3666,3666.png,4,-21.534952,-28.384277
3667,3667.png,0,33.040585,-1.798303
3668,3668.png,4,-8.62563,-51.725758
3669,3669.png,5,26.329258,-26.385277
3670,3670.png,3,-10.632098,7.514282
3671,3671.png,6,-25.069363,43.470764
3672,3672.png,2,23.861097,26.523636
3673,3673.png,0,37.023655,-8.705255
3674,3674.png,3,-8.051787,1.4655683
3675,3675.png,1,17.056543,31.678068
3676,3676.png,2,41.060673,37.883175
3677,3677.png,0,50.722237,-14.001102
3678,3678.png,9,-29.396696,-20.618067
3679,3679.png,2,46.72759,11.557051
3680,3680.png,2,25.87159,33.72405
3681,3681.png,5,20.114634,-34.077927
3682,3682.png,5,-55.114407,-4.0213532
3683,3683.png,3,-5.588177,8.789253
3684,3684.png,3,-12.652049,10.764354
3685,3685.png,5,21.86567,-19.024786
3686,3686.png,4,-33.06069,-30.101215
3687,3687.png,3,6.7234488,14.991605
3688,3688.png,8,20.813011,-42.716476
3689,3689.png,8,-0.84828395,-13.654078
3690,3690.png,8,-11.187585,-26.635609
3691,3691.png,0,37.00298,-7.425607
3692,3692.png,7,-1.6603369,44.790512
3693,3693.png,0,47.94194,-18.073528
3694,3694.png,4,-32.980366,-43.78663
3695,3695.png,5,22.08641,-19.105583
3696,3696.png,9,-28.446875,0.68770003
3697,3697.png,4,-16.614063,-38.439034
3698,3698.png,0,49.118923,-8.613615
3699,3699.png,3,5.7693577,17.547348
3700,3700.png,6,-25.993284,40.068176
3701,3701.png,4,-31.946259,-42.51818
3702,3702.png,0,38.58264,-7.184475
3703,3703.png,1,16.43495,29.584642
3704,3704.png,9,-45.855293,-25.280327
3705,3705.png,5,20.998966,-26.13587
3706,3706.png,6,-28.739477,33.72349
3707,3707.png,3,7.111154,3.3833454
3708,3708.png,4,-24.606594,-33.594353
3709,3709.png,0,36.235508,-21.268744
3710,3710.png,2,24.557049,34.192467
3711,3711.png,8,-0.5522402,-12.217116
3712,3712.png,2,35.932842,22.91905
3713,3713.png,3,7.4601336,2.6333468
3714,3714.png,1,9.679661,33.38032
3715,3715.png,0,44.77675,-17.352364
3716,3716.png,4,-22.296629,-25.13375
3717,3717.png,6,-43.26954,34.8883
3718,3718.png,7,-42.01486,1.0278763
3719,3719.png,2,32.958084,8.0185
3720,3720.png,0,30.479456,-5.9472523
3721,3721.png,7,-48.081635,16.050573
3722,3722.png,2,32.554405,24.737555
3723,3723.png,1,27.087318,11.232375
3724,3724.png,4,-30.157312,-46.372837
3725,3725.png,1,25.451939,14.987747
3726,3726.png,6,-18.312908,26.470098
3727,3727.png,8,9.258565,-25.11707
3728,3728.png,7,-29.056177,3.4433014
3729,3729.png,1,23.336708,8.890675
3730,3730.png,8,-10.751061,-14.840941
3731,3731.png,7,-42.39323,19.918198
3732,3732.png,4,-13.898381,-35.499336
3733,3733.png,1,16.928398,14.513361
3734,3734.png,0,51.074303,-11.97352
3735,3735.png,3,4.775825,-0.5784032
3736,3736.png,6,-17.403833,26.052069
3737,3737.png,8,9.259849,-25.131212
3738,3738.png,4,-39.285133,-39.681084
3739,3739.png,4,-31.979656,-44.33467
3740,3740.png,3,-7.8915567,12.704384
3741,3741.png,2,38.333645,15.384215
3742,3742.png,9,-3.6321578,-8.155995
3743,3743.png,0,38.72645,-7.7083106
3744,3744.png,8,4.274316,-18.608315
3745,3745.png,9,-22.996754,-11.862054
3746,3746.png,9,-28.773014,-18.081106
3747,3747.png,7,-46.4155,14.436194
3748,3748.png,2,23.120678,31.55892
3749,3749.png,6,-37.611504,39.771587
3750,3750.png,7,-37.560932,3.9520695
3751,3751.png,7,-50.53407,12.38166
3752,3752.png,5,12.492381,-20.3144
3753,3753.png,4,-30.45468,-45.49477
3754,3754.png,3,-6.197441,4.12583
3755,3755.png,1,18.123106,27.023872
3756,3756.png,3,4.971132,0.60296136
3757,3757.png,6,-43.026222,34.928383
3758,3758.png,1,3.06089,46.55442
3759,3759.png,8,2.3080063,-18.576174
3760,3760.png,9,-39.077946,-23.26053
3761,3761.png,4,-26.753489,-42.91855
3762,3762.png,8,48.83837,-2.9367793
3763,3763.png,1,13.071225,22.992605
3764,3764.png,6,-23.822493,26.469358
3765,3765.png,2,53.34314,15.754221
3766,3766.png,8,-8.678096,-25.42852
3767,3767.png,6,-37.808777,39.477184
3768,3768.png,5,4.1176586,-6.7718563
3769,3769.png,7,-45.3747,8.439814
3770,3770.png,9,-39.129456,-10.915792
3771,3771.png,1,12.400406,21.780334
3772,3772.png,6,-22.646873,31.872246
3773,3773.png,9,-22.23072,-14.367601
3774,3774.png,6,-15.303426,36.324562
3775,3775.png,8,4.1619897,-20.599785
3776,3776.png,0,48.569237,-9.301858
3777,3777.png,0,46.506252,-11.991501
3778,3778.png,0,29.567139,-3.910204
3779,3779.png,6,-25.669912,43.940674
3780,3780.png,7,-44.314648,-2.3094785
3781,3781.png,9,-25.140802,-18.377375
3782,3782.png,7,-40.10284,-4.1831417
3783,3783.png,4,-24.778221,-42.422947
3784,3784.png,9,-42.453247,-17.85839
3785,3785.png,9,-29.431622,-18.526295
3786,3786.png,9,-32.470745,-15.439624
3787,3787.png,9,-22.82148,-11.834573
3788,3788.png,7,-26.652466,21.530466
3789,3789.png,6,-25.495731,43.230183
3790,3790.png,7,-46.869434,-3.5198293
3791,3791.png,2,32.961777,8.0435915
3792,3792.png,8,-7.0947165,-18.737478
3793,3793.png,3,3.7766128,-2.2532897
3794,3794.png,6,-27.118908,34.473576
3795,3795.png,7,-50.57792,12.728893
3796,3796.png,9,-41.764206,-14.680149
3797,3797.png,1,22.423233,14.472918
3798,3798.png,7,20.790007,2.5855658
3799,3799.png,2,51.24795,13.255256
3800,3800.png,1,14.913131,50.365036
3801,3801.png,5,12.778948,-28.011066
3802,3802.png,1,2.096282,42.252415
3803,3803.png,3,-6.1147923,-5.171107
3804,3804.png,7,-43.460655,13.265255
3805,3805.png,7,-35.13739,17.593102
3806,3806.png,0,43.99179,-0.9538903
3807,3807.png,8,7.451788,-26.601362
3808,3808.png,6,-14.204292,26.698708
3809,3809.png,0,45.422176,-10.697381
3810,3810.png,3,-10.875783,-2.0372384
3811,3811.png,1,15.268337,15.375678
3812,3812.png,3,6.6380386,10.046832
3813,3813.png,2,31.460886,27.20866
3814,3814.png,6,-30.27904,43.54068
3815,3815.png,3,-5.493313,11.56191
3816,3816.png,8,-6.4455447,-20.910889
3817,3817.png,4,-12.206159,-44.80099
3818,3818.png,9,-47.60615,-20.405155
3819,3819.png,5,14.104527,-5.7948394
3820,3820.png,6,-15.925515,25.090654
3821,3821.png,6,-24.34257,37.038025
3822,3822.png,1,8.19689,47.987423
3823,3823.png,7,-39.767727,15.094431
3824,3824.png,3,0.51706815,4.5723834
3825,3825.png,8,4.586859,-26.26714
3826,3826.png,2,36.144726,29.65368
3827,3827.png,9,-26.020672,2.1028697
3828,3828.png,4,-25.225132,-24.20184
3829,3829.png,0,45.25509,-10.861749
3830,3830.png,2,25.664413,34.135025
3831,3831.png,1,16.00115,15.196722
3832,3832.png,5,12.677501,-14.400466
3833,3833.png,2,31.50197,27.241203
3834,3834.png,9,-29.245752,-11.099476
3835,3835.png,3,-6.537234,6.73168
3836,3836.png,2,40.736664,8.724013
3837,3837.png,4,-11.7485,-41.56428
3838,3838.png,4,-19.307865,-28.014433
3839,3839.png,5,19.251913,-8.42228
3840,3840.png,7,-28.888618,1.5006942
3841,3841.png,6,-18.647425,40.25763
3842,3842.png,8,7.654105,-39.168133
3843,3843.png,7,-26.74403,15.460967
3844,3844.png,3,-8.1041355,-1.4326972
3845,3845.png,8,6.550106,-28.155718
3846,3846.png,7,-37.75376,-4.1354074
3847,3847.png,9,-26.286886,-7.348019
3848,3848.png,2,48.78729,21.729446
3849,3849.png,0,41.392807,-2.8761845
3850,3850.png,1,3.295366,45.038204
3851,3851.png,1,26.447975,10.347137
3852,3852.png,9,-31.970106,-12.908128
3853,3853.png,2,42.498207,18.904076
3854,3854.png,7,-38.033398,9.723649
3855,3855.png,3,-2.657838,8.397663
3856,3856.png,6,-28.420532,34.061935
3857,3857.png,4,-15.71534,-42.454044
3858,3858.png,6,-9.102444,32.559795
3859,3859.png,5,19.885393,-8.287113
3860,3860.png,5,7.568699,-10.792577
3861,3861.png,6,-16.3015,36.47501
3862,3862.png,4,-21.621134,-25.895332
3863,3863.png,7,-23.26688,8.343208
3864,3864.png,5,23.35023,-39.490597
3865,3865.png,8,2.5422442,-26.474464
3866,3866.png,8,-7.890478,-21.050371
3867,3867.png,9,-24.602648,-5.47162
3868,3868.png,7,-33.868732,-0.111034594
3869,3869.png,6,-16.567108,36.48973
3870,3870.png,5,13.276583,-15.46915
3871,3871.png,2,27.61319,31.026464
3872,3872.png,8,-1.621498,-14.866201
3873,3873.png,6,-15.914219,37.24667
3874,3874.png,9,-42.067005,-15.099571
3875,3875.png,5,-13.208182,31.9816
3876,3876.png,0,45.070526,-0.6447456
3877,3877.png,4,-10.537364,-45.143703
3878,3878.png,1,7.2948556,24.842567
3879,3879.png,2,29.531149,27.057993
3880,3880.png,2,41.08624,33.627773
3881,3881.png,0,45.546856,-11.789764
3882,3882.png,0,37.1214,-21.388735
3883,3883.png,8,6.7443223,-27.68961
3884,3884.png,0,33.45287,-4.5367355
3885,3885.png,1,23.445963,14.314204
3886,3886.png,2,28.210955,25.321903
3887,3887.png,7,-24.716747,16.135258
3888,3888.png,0,45.67961,-13.317982
3889,3889.png,1,15.577336,11.266439
3890,3890.png,2,40.08948,27.093967
3891,3891.png,8,6.6844444,-28.094118
3892,3892.png,8,5.328218,-28.655128
3893,3893.png,3,3.9834087,13.655405
3894,3894.png,7,-50.04631,3.276262
3895,3895.png,7,-18.104115,10.73128
3896,3896.png,0,47.081528,-4.834929
3897,3897.png,1,26.481192,9.7172575
3898,3898.png,1,18.423878,30.591368
3899,3899.png,7,-26.973635,14.858651
3900,3900.png,1,2.8826785,40.333683
3901,3901.png,1,23.351377,7.6565933
3902,3902.png,2,28.772926,33.105106
3903,3903.png,4,-12.617207,-43.599174
3904,3904.png,9,-45.75356,-26.300894
3905,3905.png,4,-11.179127,-44.932446
3906,3906.png,0,51.118496,-17.758305
3907,3907.png,5,23.849438,-17.888092
3908,3908.png,6,-33.69424,30.73759
3909,3909.png,7,-25.862139,13.59133
3910,3910.png,6,-6.2646933,26.956778
3911,3911.png,4,-10.875979,-41.298958
3912,3912.png,9,-27.553019,-1.9854884
3913,3913.png,9,-22.46815,-3.2067213
3914,3914.png,7,-42.870895,-5.0669727
3915,3915.png,7,-23.360437,16.019573
3916,3916.png,7,-19.61944,12.546192
3917,3917.png,2,29.880665,22.581034
3918,3918.png,8,-9.200839,-15.152706
3919,3919.png,6,-15.835123,36.944145
3920,3920.png,3,-7.180888,7.5854836
3921,3921.png,5,22.423906,-18.037241
3922,3922.png,5,9.49709,-11.01118
3923,3923.png,3,8.202685,-1.4308376
3924,3924.png,2,32.861607,21.00829
3925,3925.png,9,-23.731796,-5.739515
3926,3926.png,1,8.510677,35.107178
3927,3927.png,9,-27.127409,-9.3332405
3928,3928.png,8,-10.247788,-23.653887
3929,3929.png,0,49.81617,-18.443504
3930,3930.png,2,33.73231,7.202692
3931,3931.png,8,-5.1708994,-23.283285
3932,3932.png,6,-15.461891,28.705761
3933,3933.png,7,-20.962214,8.107095
3934,3934.png,2,36.189606,22.805622
3935,3935.png,9,-24.034727,0.4010816
3936,3936.png,6,-37.165043,38.53379
3937,3937.png,0,36.273453,-8.553881
3938,3938.png,3,1.1561532,20.139996
3939,3939.png,6,-25.44089,34.779137
3940,3940.png,7,-39.403816,0.43058267
3941,3941.png,3,13.322908,-0.15061384
3942,3942.png,7,-33.691505,-0.1502904
3943,3943.png,0,49.80949,-15.001031
3944,3944.png,5,24.076683,-40.700966
3945,3945.png,4,-9.433741,-38.580025
3946,3946.png,4,-19.470646,-24.073
3947,3947.png,6,-19.025581,41.971313
3948,3948.png,7,-17.620405,9.123455
3949,3949.png,3,9.527489,3.3483362
3950,3950.png,6,-19.063879,40.54913
3951,3951.png,7,-25.767994,18.943027
3952,3952.png,6,-3.0768003,29.02269
3953,3953.png,0,36.657265,-0.16849715
3954,3954.png,1,16.305672,46.69455
3955,3955.png,1,15.818733,15.262505
3956,3956.png,1,23.256851,17.677467
3957,3957.png,4,-12.289421,-40.308613
3958,3958.png,8,-8.2197,-21.760899
3959,3959.png,8,2.1100042,-20.901033
3960,3960.png,6,-1.9123772,30.880844
3961,3961.png,8,-4.699707,-31.097631
3962,3962.png,1,1.846938,44.284805
3963,3963.png,1,20.164976,22.705822
3964,3964.png,0,34.896923,-4.065759
3965,3965.png,2,29.879665,22.341208
3966,3966.png,1,9.112316,26.811113
3967,3967.png,9,-19.264435,-6.415355
3968,3968.png,8,-8.632708,-29.184517
3969,3969.png,3,13.570526,4.84226
3970,3970.png,9,-15.899753,-8.44604
3971,3971.png,1,25.789074,14.951795
3972,3972.png,5,8.42788,-18.527218
3973,3973.png,4,-12.0006275,-40.91964
3974,3974.png,5,18.624008,-28.388962
3975,3975.png,2,29.392288,25.694105
3976,3976.png,8,-4.0973606,-24.394045
3977,3977.png,9,-23.472149,-1.0518776
3978,3978.png,4,-31.597296,-36.55642
3979,3979.png,8,3.1194234,-29.812368
3980,3980.png,2,49.026997,19.575777
3981,3981.png,2,28.567945,29.822546
3982,3982.png,9,-29.624361,-6.7026477
3983,3983.png,8,-0.17727086,-24.23133
3984,3984.png,4,-16.90959,-25.708399
3985,3985.png,6,-24.091883,35.838734
3986,3986.png,8,-2.4229934,-14.789271
3987,3987.png,9,-15.507411,-2.9657493
3988,3988.png,5,10.756628,-21.376642
3989,3989.png,2,30.42146,26.003296
3990,3990.png,4,-36.79584,-35.66809
3991,3991.png,9,-17.217932,-4.9757175
3992,3992.png,7,-49.492138,-4.0255094
3993,3993.png,6,-19.296476,40.097095
3994,3994.png,6,-17.50731,25.70357
3995,3995.png,3,7.368147,9.805724
3996,3996.png,1,5.2464366,38.748978
3997,3997.png,3,4.369304,16.307592
3998,3998.png,9,-38.696194,-24.155745
3999,3999.png,6,-24.335371,35.823303
4000,4000.png,7,-20.040173,11.785665
4001,4001.png,3,4.2235026,16.3017
4002,4002.png,0,42.87884,-8.424324
4003,4003.png,1,19.323153,24.423828
4004,4004.png,5,9.165299,-9.888961
4005,4005.png,2,32.121918,30.699326
4006,4006.png,8,-5.5054836,-22.615816
4007,4007.png,5,19.196138,-7.912977
4008,4008.png,0,39.746105,-2.5186958
4009,4009.png,0,37.431942,-7.2400613
4010,4010.png,1,10.734095,35.865734
4011,4011.png,3,4.2657104,16.321884
4012,4012.png,1,4.2851562,48.5454
4013,4013.png,1,19.258554,9.745667
4014,4014.png,1,-1.5243281,42.080734
4015,4015.png,5,18.04716,-7.2513413
4016,4016.png,2,28.180656,31.838688
4017,4017.png,5,19.368341,-5.0243983
4018,4018.png,6,-14.965466,32.6439
4019,4019.png,9,-23.77636,-2.2047694
4020,4020.png,7,-49.70102,0.17901222
4021,4021.png,8,4.973182,-25.538593
4022,4022.png,3,3.555664,15.499531
4023,4023.png,0,45.626537,-5.7483563
4024,4024.png,7,-22.758793,11.972227
4025,4025.png,9,-24.43724,-4.9154615
4026,4026.png,9,-35.019474,-21.415596
4027,4027.png,0,28.326689,-12.176935
4028,4028.png,2,34.062275,26.05549
4029,4029.png,1,22.112131,9.978725
4030,4030.png,6,-35.609467,37.713413
4031,4031.png,2,44.217358,28.633528
4032,4032.png,9,-37.51269,-24.985891
4033,4033.png,3,7.388562,11.555198
4034,4034.png,7,-27.87429,22.678751
4035,4035.png,4,-15.987342,-48.82855
4036,4036.png,8,-1.1421976,-26.852945
4037,4037.png,5,19.418983,-26.530771
4038,4038.png,4,-37.01759,-39.49236
4039,4039.png,6,-14.130132,24.378109
4040,4040.png,8,2.6430435,-18.091543
4041,4041.png,7,-48.37966,9.678981
4042,4042.png,7,-18.984867,15.0067625
4043,4043.png,8,1.8355079,-40.892868
4044,4044.png,0,34.72797,-9.771879
4045,4045.png,9,-23.546017,-7.954293
4046,4046.png,7,-52.176464,-6.0722303
4047,4047.png,0,27.845078,-7.917788
4048,4048.png,5,13.115854,-14.59118
4049,4049.png,1,27.175354,6.3590903
4050,4050.png,9,-43.674065,-25.059443
4051,4051.png,2,45.99617,14.646185
4052,4052.png,8,0.6290241,-12.515428
4053,4053.png,3,6.7089067,11.40758
4054,4054.png,6,-29.38747,31.427593
4055,4055.png,4,-15.422033,-49.38237
4056,4056.png,9,-38.115784,-23.37981
4057,4057.png,5,23.304619,-30.377708
4058,4058.png,8,-21.243952,14.311161
4059,4059.png,6,-9.929052,39.928577
4060,4060.png,9,-33.25743,-21.427404
4061,4061.png,7,-50.75263,12.365525
4062,4062.png,5,3.0233347,-8.721754
4063,4063.png,8,3.649696,-36.19076
4064,4064.png,1,7.00292,39.64664
4065,4065.png,9,-15.017161,-10.165021
4066,4066.png,1,11.350684,41.718636
4067,4067.png,0,34.905857,-12.425497
4068,4068.png,3,4.1624384,7.6586704
4069,4069.png,1,23.972672,6.758092
4070,4070.png,1,6.761875,33.126698
4071,4071.png,2,46.961224,10.955944
4072,4072.png,6,-15.93764,23.177235
4073,4073.png,3,11.850102,10.596985
4074,4074.png,7,-40.663612,-1.1198995
4075,4075.png,4,-15.721142,-49.818645
4076,4076.png,5,12.757082,-7.9008226
4077,4077.png,5,25.380472,-38.55208
4078,4078.png,6,-22.57068,26.935844
4079,4079.png,6,-10.791464,40.907314
4080,4080.png,2,26.269503,37.65466
4081,4081.png,7,-41.711136,20.20921
4082,4082.png,0,46.224888,-7.5942855
4083,4083.png,8,9.72313,-44.61897
4084,4084.png,8,-9.500529,-27.444557
4085,4085.png,9,-15.325724,0.5428113
4086,4086.png,2,39.274174,19.83179
4087,4087.png,6,-14.848531,25.016254
4088,4088.png,4,-20.835598,-45.23725
4089,4089.png,1,20.08245,14.272139
4090,4090.png,6,-6.470585,25.995619
4091,4091.png,9,-22.799845,-9.45989
4092,4092.png,9,-28.336382,-6.2998004
4093,4093.png,9,-23.354658,-16.558893
4094,4094.png,3,5.5616274,4.8735356
4095,4095.png,9,-24.700943,-12.036421
4096,4096.png,2,37.02285,20.191528
4097,4097.png,4,-16.524252,-49.255577
4098,4098.png,9,-46.70827,-23.36841
4099,4099.png,4,-4.9434237,-49.76562
4100,4100.png,8,-0.48308808,-39.044907
4101,4101.png,3,7.695433,12.40702
4102,4102.png,4,-29.66417,-44.77183
4103,4103.png,8,12.726978,-34.93295
4104,4104.png,5,14.189793,-30.412647
4105,4105.png,1,17.938498,7.649765
4106,4106.png,0,44.21445,-0.3769801
4107,4107.png,4,-16.834345,-50.69943
4108,4108.png,0,35.20412,-5.7181196
4109,4109.png,1,24.316921,5.902173
4110,4110.png,6,-15.566649,22.7109
4111,4111.png,2,43.92369,36.550377
4112,4112.png,6,-7.302096,35.017727
4113,4113.png,5,13.145334,-28.873537
4114,4114.png,4,-42.10775,-38.235687
4115,4115.png,0,32.205917,-21.19187
4116,4116.png,7,-24.85742,9.052819
4117,4117.png,9,-17.820026,-1.4860808
4118,4118.png,9,-34.69307,-16.952803
4119,4119.png,5,21.417667,-25.901188
4120,4120.png,1,11.906734,29.835829
4121,4121.png,3,5.0848346,12.201339
4122,4122.png,9,-23.247236,-2.777742
4123,4123.png,0,34.38865,-9.638293
4124,4124.png,9,-44.799206,-18.423367
4125,4125.png,4,-15.8636875,-47.701057
4126,4126.png,5,8.8280735,-15.573761
4127,4127.png,9,-18.959026,-12.634972
4128,4128.png,1,-0.4807474,51.185562
4129,4129.png,1,16.533356,7.1912045
4130,4130.png,7,-37.794186,13.492524
4131,4131.png,7,-30.771135,14.987162
4132,4132.png,4,-34.047977,-36.8146
4133,4133.png,4,-17.131493,-50.868088
4134,4134.png,5,10.467316,-4.796509
4135,4135.png,4,-18.700262,-48.845573
4136,4136.png,3,-4.2234516,3.673982
4137,4137.png,1,16.423988,10.124438
4138,4138.png,3,-11.660126,5.6153717
4139,4139.png,8,12.1973295,-39.513115
4140,4140.png,1,1.8870813,36.116905
4141,4141.png,7,-35.29645,18.5079
4142,4142.png,0,28.947052,1.08368
4143,4143.png,6,-8.782291,29.949926
4144,4144.png,2,28.739868,33.52262
4145,4145.png,0,26.17482,-10.137252
4146,4146.png,4,-20.214005,-28.006128
4147,4147.png,8,10.14186,-41.22932
4148,4148.png,8,-9.369152,-28.03758
4149,4149.png,1,16.088985,11.052163
4150,4150.png,6,-14.377772,21.08713
4151,4151.png,8,13.715376,-39.853218
4152,4152.png,1,15.278108,21.284048
4153,4153.png,2,44.12447,36.582123
4154,4154.png,3,-8.9763155,-0.26989636
4155,4155.png,6,-15.910902,37.814125
4156,4156.png,3,-12.701421,13.207413
4157,4157.png,2,46.6769,23.045656
4158,4158.png,9,-44.39349,-13.378937
4159,4159.png,0,39.13472,-9.3961935
